File path,Nodes visited,Heap size,Time
5/0.pickle,102,56,0.0023732185363769
5/1.pickle,61,35,0.0045390129089355
5/2.pickle,128,68,0.0008649826049804
5/3.pickle,73,42,0.0004711151123046
5/4.pickle,105,56,0.0020318031311035
5/5.pickle,66,38,0.0004358291625976
5/6.pickle,116,62,0.0007879734039306
5/7.pickle,102,55,0.0019080638885498
5/8.pickle,70,40,0.0004627704620361
5/9.pickle,48,28,0.000328779220581
5/10.pickle,56,32,0.0003929138183593
5/11.pickle,87,46,0.0005939006805419
5/12.pickle,66,37,0.0004489421844482
5/13.pickle,84,47,0.000554084777832
5/14.pickle,111,58,0.0007359981536865
5/15.pickle,104,55,0.0006971359252929
5/16.pickle,85,48,0.0005500316619873
5/17.pickle,86,49,0.0005581378936767
5/18.pickle,111,58,0.0007500648498535
5/19.pickle,59,33,0.0004029273986816
5/20.pickle,105,56,0.0006930828094482
5/21.pickle,132,68,0.0008990764617919
5/22.pickle,87,46,0.0006241798400878
5/23.pickle,84,44,0.0005841255187988
5/24.pickle,140,73,0.00095796585083
5/25.pickle,122,63,0.0008330345153808
5/26.pickle,73,42,0.000472068786621
5/27.pickle,107,58,0.0007109642028808
5/28.pickle,132,68,0.0008869171142578
5/29.pickle,116,62,0.0008008480072021
5/30.pickle,85,48,0.0005528926849365
5/31.pickle,73,42,0.0004880428314208
5/32.pickle,116,62,0.0007932186126708
5/33.pickle,71,40,0.0004842281341552
5/34.pickle,84,44,0.0005719661712646
5/35.pickle,116,62,0.0007779598236083
5/36.pickle,118,63,0.0008108615875244
5/37.pickle,118,63,0.0007920265197753
5/38.pickle,128,68,0.0008692741394042
5/39.pickle,118,63,0.0008027553558349
5/40.pickle,102,55,0.0021839141845703
5/41.pickle,128,68,0.0008933544158935
5/42.pickle,105,56,0.0006780624389648
5/43.pickle,128,68,0.0008711814880371
5/44.pickle,83,47,0.0005431175231933
5/45.pickle,86,49,0.0005660057067871
5/46.pickle,119,65,0.0008022785186767
5/47.pickle,88,50,0.0005760192871093
5/48.pickle,48,28,0.0008449554443359
5/49.pickle,119,65,0.0007929801940917
5/50.pickle,83,47,0.0005428791046142
5/51.pickle,75,43,0.0004916191101074
5/52.pickle,93,53,0.0005919933319091
5/53.pickle,73,42,0.0022180080413818
5/54.pickle,85,46,0.0014340877532958
5/55.pickle,118,63,0.0008020401000976
5/56.pickle,107,58,0.0006978511810302
5/57.pickle,102,55,0.0006511211395263
5/58.pickle,140,73,0.0009560585021972
5/59.pickle,88,50,0.0005800724029541
5/60.pickle,128,68,0.0008571147918701
5/61.pickle,87,46,0.0005860328674316
5/62.pickle,80,43,0.0005500316619873
5/63.pickle,83,47,0.0005569458007812
5/64.pickle,90,46,0.000619888305664
5/65.pickle,73,42,0.0004830360412597
5/66.pickle,73,42,0.0004730224609375
5/67.pickle,61,35,0.0004439353942871
5/68.pickle,128,68,0.0024540424346923
5/69.pickle,116,62,0.0007882118225097
5/70.pickle,128,68,0.000859260559082
5/71.pickle,66,37,0.000450849533081
5/72.pickle,128,68,0.0008678436279296
5/73.pickle,84,47,0.0005719661712646
5/74.pickle,104,55,0.0006961822509765
5/75.pickle,128,68,0.0008578300476074
5/76.pickle,118,63,0.0008130073547363
5/77.pickle,59,33,0.0010430812835693
5/78.pickle,116,62,0.0007910728454589
5/79.pickle,83,47,0.0005390644073486
5/80.pickle,88,50,0.0007500648498535
5/81.pickle,59,33,0.0004022121429443
5/82.pickle,114,62,0.0007538795471191
5/83.pickle,97,49,0.0006608963012695
5/84.pickle,107,58,0.0007030963897705
5/85.pickle,95,49,0.0016319751739501
5/86.pickle,84,44,0.0005807876586914
5/87.pickle,84,47,0.0006458759307861
5/88.pickle,83,47,0.000579833984375
5/89.pickle,119,64,0.0008058547973632
5/90.pickle,122,63,0.0008430480957031
5/91.pickle,84,44,0.0005772113800048
5/92.pickle,66,37,0.0004401206970214
5/93.pickle,119,65,0.0008120536804199
5/94.pickle,59,33,0.0010430812835693
5/95.pickle,61,35,0.0004081726074218
5/96.pickle,85,48,0.0005698204040527
5/97.pickle,84,44,0.0014920234680175
5/98.pickle,121,65,0.0008037090301513
5/99.pickle,128,68,0.0008561611175537
