File path,Nodes visited,Heap size,Time
80/0.pickle,1000000,2651631,60
80/1.pickle,1000000,2655453,60
80/2.pickle,1000000,2671259,60
80/3.pickle,1000000,2724114,60
80/4.pickle,1000000,2676808,60
80/5.pickle,1000000,2663832,60
80/6.pickle,1000000,2700181,60
80/7.pickle,1000000,2680496,60
80/8.pickle,1000000,2710206,60
80/9.pickle,1000000,2626961,60
80/10.pickle,1000000,2680357,60
80/11.pickle,1000000,2677344,60
80/12.pickle,1000000,2680710,60
80/13.pickle,1000000,2661118,60
80/14.pickle,1000000,2679329,60
80/15.pickle,1000000,2723100,60
80/16.pickle,1000000,2671696,60
80/17.pickle,1000000,2714412,60
80/18.pickle,1000000,2657588,60
80/19.pickle,1000000,2686577,60
80/20.pickle,1000000,2664023,60
80/21.pickle,1000000,2672712,60
80/22.pickle,1000000,2683108,60
80/23.pickle,1000000,2702425,60
80/24.pickle,1000000,2685728,60
80/25.pickle,1000000,2707897,60
80/26.pickle,1000000,2656030,60
80/27.pickle,1000000,2665636,60
80/28.pickle,1000000,2705294,60
80/29.pickle,1000000,2664346,60
80/30.pickle,1000000,2682884,60
80/31.pickle,1000000,2670549,60
80/32.pickle,1000000,2699163,60
80/33.pickle,1000000,2710760,60
80/34.pickle,1000000,2711431,60
80/35.pickle,1000000,2699279,60
80/36.pickle,1000000,2734494,60
80/37.pickle,1000000,2659729,60
80/38.pickle,1000000,2659729,60
80/39.pickle,1000000,2687791,60
80/40.pickle,1000000,2676898,60
80/41.pickle,1000000,2677897,60
80/42.pickle,1000000,2678461,60
80/43.pickle,1000000,2682682,60
80/44.pickle,1000000,2706153,60
80/45.pickle,1000000,2697327,60
80/46.pickle,1000000,2695741,60
80/47.pickle,1000000,2717864,60
80/48.pickle,1000000,2700122,60
80/49.pickle,1000000,2676153,60
80/50.pickle,1000000,2717072,60
80/51.pickle,1000000,2719733,60
80/52.pickle,1000000,2663590,60
80/53.pickle,1000000,2695531,60
80/54.pickle,1000000,2719780,60
80/55.pickle,1000000,2689294,60
80/56.pickle,1000000,2689366,60
80/57.pickle,1000000,2676485,60
80/58.pickle,1000000,2677031,60
80/59.pickle,1000000,2680005,60
80/60.pickle,1000000,2687896,60
80/61.pickle,1000000,2634583,60
80/62.pickle,1000000,2672924,60
80/63.pickle,1000000,2664152,60
80/64.pickle,1000000,2670681,60
80/65.pickle,1000000,2683033,60
80/66.pickle,1000000,2660622,60
80/67.pickle,1000000,2688252,60
80/68.pickle,1000000,2720742,60
80/69.pickle,1000000,2711552,60
80/70.pickle,1000000,2679159,60
80/71.pickle,1000000,2700004,60
80/72.pickle,1000000,2701949,60
80/73.pickle,1000000,2695518,60
80/74.pickle,1000000,2650227,60
80/75.pickle,1000000,2693778,60
80/76.pickle,1000000,2670753,60
80/77.pickle,1000000,2681068,60
80/78.pickle,1000000,2691698,60
80/79.pickle,1000000,2694647,60
80/80.pickle,1000000,2719193,60
80/81.pickle,1000000,2725245,60
80/82.pickle,1000000,2686994,60
80/83.pickle,1000000,2705854,60
80/84.pickle,1000000,2631980,60
80/85.pickle,1000000,2667610,60
80/86.pickle,1000000,2682406,60
80/87.pickle,1000000,2666508,60
80/88.pickle,1000000,2732288,60
80/89.pickle,1000000,2696097,60
80/90.pickle,1000000,2713814,60
80/91.pickle,1000000,2667037,60
80/92.pickle,1000000,2714531,60
80/93.pickle,1000000,2705392,60
80/94.pickle,1000000,2685279,60
80/95.pickle,1000000,2682112,60
80/96.pickle,1000000,2702623,60
80/97.pickle,1000000,2682797,60
80/98.pickle,1000000,2685000,60
80/99.pickle,1000000,2693971,60
