File path,Nodes visited,Heap size,Time
10/0.pickle,3729,1937,0.0404980182647705
10/1.pickle,4332,2227,0.1676349639892578
10/2.pickle,5257,2680,0.0445640087127685
10/3.pickle,3639,1871,0.0236322879791259
10/4.pickle,2972,1544,0.0630836486816406
10/5.pickle,1249,653,0.0164892673492431
10/6.pickle,4514,2318,0.104490041732788
10/7.pickle,2940,1521,0.0287637710571289
10/8.pickle,3596,1851,0.0312211513519287
10/9.pickle,3109,1595,0.0316958427429199
10/10.pickle,3546,1845,0.04233980178833
10/11.pickle,2754,1438,0.0268471240997314
10/12.pickle,3891,1995,0.0474269390106201
10/13.pickle,3542,1843,0.0319032669067382
10/14.pickle,4433,2267,0.0509648323059082
10/15.pickle,4143,2140,0.035917043685913
10/16.pickle,3675,1911,0.0344481468200683
10/17.pickle,2855,1476,0.029092788696289
10/18.pickle,2754,1438,0.0297350883483886
10/19.pickle,4706,2403,0.0516090393066406
10/20.pickle,3012,1570,0.025209903717041
10/21.pickle,5819,2951,0.0494341850280761
10/22.pickle,4669,2384,0.0517327785491943
10/23.pickle,2903,1509,0.0308830738067626
10/24.pickle,4696,2414,0.044374942779541
10/25.pickle,899,478,0.0151090621948242
10/26.pickle,963,503,0.0162367820739746
10/27.pickle,3408,1769,0.0346050262451171
10/28.pickle,5804,2940,0.036543846130371
10/29.pickle,3596,1851,0.0323259830474853
10/30.pickle,4559,2342,0.0439372062683105
10/31.pickle,5476,2783,0.0450549125671386
10/32.pickle,4626,2375,0.0463402271270751
10/33.pickle,3232,1689,0.0451099872589111
10/34.pickle,3548,1843,0.0464329719543457
10/35.pickle,5978,3025,0.0597960948944091
10/36.pickle,3598,1872,0.0252740383148193
10/37.pickle,3205,1673,0.0278108119964599
10/38.pickle,5688,2889,0.0482633113861084
10/39.pickle,2098,1096,0.0236411094665527
10/40.pickle,2398,1248,0.0300040245056152
10/41.pickle,4433,2267,0.0452311038970947
10/42.pickle,2821,1465,0.0346088409423828
10/43.pickle,3845,1973,0.0249719619750976
10/44.pickle,2641,1380,0.0579230785369873
10/45.pickle,2692,1406,0.0174798965454101
10/46.pickle,3413,1760,0.0237200260162353
10/47.pickle,2113,1104,0.0140621662139892
10/48.pickle,4400,2262,0.042410135269165
10/49.pickle,4744,2435,0.0322120189666748
10/50.pickle,3468,1783,0.0348641872406005
10/51.pickle,2788,1455,0.0321011543273925
10/52.pickle,3500,1806,0.0339899063110351
10/53.pickle,5207,2656,0.0578587055206298
10/54.pickle,3678,1912,0.0323801040649414
10/55.pickle,2716,1408,0.0174829959869384
10/56.pickle,3866,1983,0.0342681407928466
10/57.pickle,2763,1441,0.0221860408782959
10/58.pickle,4777,2439,0.0443150997161865
10/59.pickle,4321,2228,0.0413520336151123
10/60.pickle,4743,2438,0.0301129817962646
10/61.pickle,4748,2423,0.0382311344146728
10/62.pickle,3590,1866,0.0298628807067871
10/63.pickle,3072,1584,0.034722089767456
10/64.pickle,3921,2017,0.035222053527832
10/65.pickle,3018,1549,0.0430362224578857
10/66.pickle,5312,2708,0.0566401481628418
10/67.pickle,3758,1927,0.0453078746795654
10/68.pickle,2664,1378,0.0206537246704101
10/69.pickle,2084,1088,0.0215139389038085
10/70.pickle,4102,2121,0.0383248329162597
10/71.pickle,3835,1975,0.0248420238494873
10/72.pickle,4001,2068,0.0263769626617431
10/73.pickle,3641,1872,0.0237162113189697
10/74.pickle,3740,1944,0.037532091140747
10/75.pickle,2519,1318,0.0213971138000488
10/76.pickle,3907,2010,0.0351150035858154
10/77.pickle,3678,1912,0.0236339569091796
10/78.pickle,4339,2220,0.0403251647949218
10/79.pickle,4601,2351,0.1671569347381591
10/80.pickle,3794,1967,0.0267012119293212
10/81.pickle,3427,1780,0.0343971252441406
10/82.pickle,3267,1698,0.0362188816070556
10/83.pickle,713,374,0.0045239925384521
10/84.pickle,2754,1438,0.0174663066864013
10/85.pickle,1880,982,0.0123758316040039
10/86.pickle,3642,1865,0.0236601829528808
10/87.pickle,3219,1673,0.0287129878997802
10/88.pickle,5101,2596,0.0499999523162841
10/89.pickle,3221,1653,0.0232887268066406
10/90.pickle,5372,2737,0.0354650020599365
10/91.pickle,2552,1333,0.02708101272583
10/92.pickle,3771,1959,0.0318238735198974
10/93.pickle,4296,2209,0.0411398410797119
10/94.pickle,3622,1883,0.0235910415649414
10/95.pickle,2280,1189,0.0146553516387939
10/96.pickle,2870,1481,0.0339572429656982
10/97.pickle,3479,1794,0.022662878036499
10/98.pickle,2845,1471,0.0180680751800537
10/99.pickle,5070,2582,0.0543179512023925
