File path,Nodes visited,Max heap size,Time
60/31.pickle,35495,16979,7.707673072814941
60/93.pickle,17848,8874,4.0437071323394775
60/68.pickle,7247,3457,2.1122710704803467
60/49.pickle,15429,7578,3.6360487937927246
60/51.pickle,3149,1549,1.1679229736328125
60/38.pickle,841,395,0.7483441829681396
60/80.pickle,5279,2481,1.5871260166168213
60/25.pickle,7517,3648,2.1243817806243896
60/46.pickle,2666,1295,1.5297670364379885
60/48.pickle,213329,100956,48.836495876312256
60/22.pickle,26070,12465,5.785807847976685
60/69.pickle,2418,1168,1.00968599319458
60/73.pickle,429,216,0.6875648498535156
60/82.pickle,12633,6089,2.952561855316162
60/59.pickle,5848,2861,1.665113925933838
60/77.pickle,10428,4928,3.367111921310425
60/70.pickle,30804,14871,6.54866099357605
60/54.pickle,5830,2924,1.731144905090332
60/0.pickle,61145,29383,12.775588989257812
60/24.pickle,11958,5906,2.978485107421875
60/87.pickle,27817,13555,6.260187149047852
60/35.pickle,47456,22620,10.012245893478394
60/57.pickle,13,9,0.5340631008148193
60/7.pickle,1170,559,0.8129301071166992
60/91.pickle,3800,1884,1.6157958507537842
60/15.pickle,15194,7290,3.8251278400421143
60/43.pickle,400,203,0.6267070770263672
60/37.pickle,975,492,0.791309118270874
60/74.pickle,3508,1713,1.3089561462402344
60/34.pickle,404,193,0.6925408840179443
60/8.pickle,40021,19402,8.72956109046936
60/47.pickle,3533,1733,1.285019874572754
60/14.pickle,2111,998,0.8468058109283447
60/76.pickle,5365,2581,1.5344393253326416
60/11.pickle,1185,597,0.8206441402435303
60/71.pickle,24,13,0.5575947761535645
60/52.pickle,26667,13072,5.754302024841309
60/17.pickle,1508,762,0.8965580463409424
60/67.pickle,9619,4713,2.3676490783691406
60/53.pickle,1075,545,0.903290033340454
60/72.pickle,1591,777,0.8778319358825684
60/66.pickle,1484,730,0.8748118877410889
60/5.pickle,305,148,1.453674077987671
60/42.pickle,528,259,0.82619309425354
60/83.pickle,203,101,0.6470770835876465
60/65.pickle,9640,4683,2.405534029006958
60/61.pickle,23862,11236,5.677805185317993
60/79.pickle,13777,6672,3.341097831726074
60/50.pickle,2636,1282,1.0841798782348633
60/58.pickle,5105,2492,1.5558371543884275
60/56.pickle,2866,1403,1.1446170806884766
60/81.pickle,6178,3022,1.9298019409179688
60/30.pickle,2371,1138,1.0422589778900146
60/99.pickle,8736,4237,2.2872278690338135
60/94.pickle,4562,2240,1.5802280902862549
60/20.pickle,2669,1310,1.114008903503418
60/55.pickle,1736,848,0.9419219493865968
60/29.pickle,27413,13379,5.987488031387329
60/92.pickle,53928,25673,11.03437614440918
60/13.pickle,12686,6251,2.922971725463867
60/85.pickle,4212,2036,1.4062421321868896
60/28.pickle,5955,2893,1.8754878044128416
60/19.pickle,20756,10064,5.956334114074707
60/98.pickle,889,437,0.701441764831543
60/1.pickle,1462,712,0.9376499652862548
60/21.pickle,1169,591,0.7518820762634277
60/78.pickle,16653,7984,3.881484031677246
60/64.pickle,711,358,0.739626407623291
60/18.pickle,56267,27177,11.61344575881958
60/23.pickle,10443,5083,2.7910609245300293
60/41.pickle,133587,65121,27.3215970993042
60/75.pickle,8965,4316,2.300835132598877
60/12.pickle,6863,3361,1.9325180053710935
60/90.pickle,32986,15670,7.015340089797974
60/84.pickle,98,51,0.7275559902191162
60/36.pickle,5350,2611,1.6158530712127686
60/89.pickle,1237,613,0.8799099922180176
60/32.pickle,14895,7167,3.389862060546875
60/2.pickle,10442,5088,2.76727294921875
60/44.pickle,1250,608,0.7794449329376221
60/62.pickle,10833,5118,3.21834397315979
60/63.pickle,965,461,0.96687912940979
60/16.pickle,15809,7605,3.8536288738250737
60/39.pickle,18936,8799,4.34725022315979
60/33.pickle,1700,887,0.9790189266204834
60/40.pickle,6640,3252,2.1278560161590576
60/3.pickle,10557,5156,3.231783151626587
60/86.pickle,1141,559,0.8586201667785645
60/27.pickle,281,142,0.6154482364654541
60/9.pickle,245612,117159,52.062126874923706
60/4.pickle,5652,2770,1.8503899574279783
60/95.pickle,42571,20287,9.065742015838625
60/26.pickle,1003,498,0.7294590473175049
60/60.pickle,17,9,0.4466660022735595
60/88.pickle,63781,30084,11.169764995574951
60/6.pickle,35779,17019,7.110074043273926
60/10.pickle,5717,2834,1.334611177444458
60/96.pickle,2720,1326,0.7615799903869629
60/45.pickle,5645,2799,1.1491270065307615
60/97.pickle,2201,1077,0.7103211879730225
