File path,Nodes visited,Max heap size,Time
40/11.pickle,22,12,0.5274460315704346
40/44.pickle,31,14,0.5073451995849609
40/82.pickle,2235,1077,1.1290600299835205
40/75.pickle,69,36,0.5331711769104004
40/54.pickle,405,201,1.1796979904174805
40/37.pickle,10,6,0.696760892868042
40/90.pickle,3619,1782,1.2620668411254885
40/63.pickle,702,359,0.7417678833007812
40/65.pickle,9,5,0.5260159969329834
40/98.pickle,441,221,0.6717879772186279
40/17.pickle,616,302,0.7142331600189209
40/76.pickle,98,50,0.6919920444488525
40/62.pickle,256,130,0.7327659130096436
40/96.pickle,43,22,0.6199450492858887
40/0.pickle,3405,1713,1.2151978015899658
40/51.pickle,35,19,0.570584774017334
40/93.pickle,164,85,0.6176121234893799
40/46.pickle,1252,621,0.9924271106719972
40/16.pickle,117,59,0.5816569328308105
40/83.pickle,12,6,0.4925179481506347
40/59.pickle,94,47,0.7319638729095459
40/38.pickle,410,203,0.8555908203125
40/24.pickle,399,198,0.7135789394378662
40/29.pickle,136,71,0.6456019878387451
40/41.pickle,560,284,0.8581602573394775
40/26.pickle,649,317,0.7810440063476562
40/31.pickle,1,0,0.5291788578033447
40/86.pickle,10006,4831,2.6285560131073
40/45.pickle,94375,45176,21.345513105392456
40/43.pickle,1436,703,0.8379759788513184
40/70.pickle,136,72,0.662672758102417
40/77.pickle,1066,533,0.7830290794372559
40/18.pickle,302,156,0.6838319301605225
40/19.pickle,340,172,0.6917130947113037
40/71.pickle,3808,1894,1.2733170986175537
40/30.pickle,215,112,0.6516671180725098
40/35.pickle,1217,614,0.7621939182281494
40/8.pickle,192,94,0.6483547687530518
40/1.pickle,519,263,0.6803500652313232
40/99.pickle,59,32,0.5236029624938965
40/60.pickle,1057,504,0.8276748657226562
40/48.pickle,12070,5898,3.0471620559692383
40/78.pickle,50,27,0.56764817237854
40/25.pickle,2578,1237,1.0880179405212402
40/95.pickle,683,339,0.7065672874450684
40/36.pickle,7,5,0.6975579261779785
40/21.pickle,1,0,0.4743249416351318
40/73.pickle,5623,2779,1.6880989074707031
40/12.pickle,2341,1142,1.0630128383636477
40/58.pickle,6243,3106,1.960662841796875
40/69.pickle,1092,528,1.3821370601654053
40/66.pickle,74,37,0.6377949714660645
40/23.pickle,727,358,0.7552921772003174
40/68.pickle,577,288,0.6698048114776611
40/64.pickle,1485,736,0.9955761432647704
40/39.pickle,1134,575,0.9077470302581788
40/2.pickle,672,345,0.7258791923522949
40/6.pickle,76,37,0.5066118240356445
40/57.pickle,248,123,0.6544063091278076
40/61.pickle,3511,1756,1.3977363109588623
40/3.pickle,653,326,0.8193049430847168
40/20.pickle,3755,1841,1.306520938873291
40/92.pickle,36,19,0.5466339588165283
40/55.pickle,269,136,0.6121141910552979
40/74.pickle,4214,2053,1.433811902999878
40/87.pickle,3833,1888,1.257491111755371
40/34.pickle,1923,954,0.9449379444122314
40/9.pickle,6159,2968,1.8064100742340088
40/81.pickle,9100,4402,2.3353919982910156
40/10.pickle,1,0,0.5577042102813721
40/4.pickle,55,28,0.7179458141326904
40/56.pickle,1454,720,0.8724339008331299
40/85.pickle,8511,4066,2.2529702186584473
40/28.pickle,14,6,0.5622050762176514
40/91.pickle,3995,1994,1.2885940074920654
40/40.pickle,228,117,0.6301290988922119
40/80.pickle,4342,2178,1.617598056793213
40/15.pickle,129,65,0.7478787899017334
40/50.pickle,276,140,0.8349971771240234
40/89.pickle,3214,1531,1.2081222534179688
40/47.pickle,116,61,0.9025149345397948
40/72.pickle,2706,1292,1.094841241836548
40/84.pickle,4226,2031,1.3794310092926023
40/79.pickle,156,77,0.6909801959991455
40/5.pickle,161,81,0.8167760372161865
40/94.pickle,47,27,0.6303539276123047
40/22.pickle,178,90,0.6901266574859619
40/49.pickle,1551,761,0.8466217517852783
40/7.pickle,3125,1530,1.004897117614746
40/67.pickle,1093,555,0.7492728233337402
40/52.pickle,707,334,0.655667781829834
40/42.pickle,3465,1703,1.1048178672790527
40/27.pickle,13184,6411,2.7391910552978516
40/13.pickle,164,84,0.541348934173584
40/32.pickle,530,269,0.6355807781219482
40/88.pickle,308,160,0.6248886585235596
40/33.pickle,10415,5096,2.211648941040039
40/53.pickle,171,89,0.4872939586639404
40/14.pickle,688,343,0.5413258075714111
40/97.pickle,233,109,0.472585916519165
