states_explored,heap_size,time
11810,5574,2.5403459072113037
947,467,0.17487096786499023
868,428,0.17876410484313965
1611,804,0.3321220874786377
58,33,0.007781982421875
1002,500,0.19398808479309082
5302,2551,1.002790927886963
175,91,0.03334975242614746
95,50,0.018954753875732422
281,144,0.054064035415649414
247,125,0.04945087432861328
612,296,0.10759806632995605
60826,27602,13.470792293548584
63140,28732,13.405486822128296
4867,2358,1.0291471481323242
447,230,0.08640813827514648
1143,562,0.24828600883483887
2997,1460,0.6063051223754883
31,19,0.008222103118896484
115101,53284,25.28516411781311
1438,709,0.264495849609375
319,158,0.049859046936035156
263,130,0.055140018463134766
4524,2141,0.870171070098877
28,16,0.004944324493408203
6322,3032,1.3867950439453125
916,455,0.37175798416137695
80,41,0.025162935256958008
633,319,0.14842486381530762
5846,2802,1.23594069480896
1426,685,0.28705716133117676
54,28,0.011271953582763672
1163,561,0.2331688404083252
229,116,0.05865812301635742
3543,1723,0.7741172313690186
102,54,0.029114723205566406
937,456,0.20426321029663086
63,31,0.026028871536254883
2222,1080,0.48857688903808594
387,191,0.07557797431945801
683,338,0.19296979904174805
2050,1018,0.4453928470611572
69,36,0.016911029815673828
627,317,0.1602029800415039
2310,1126,0.5254919528961182
68,40,0.009952068328857422
5296,2525,1.0780880451202393
492,246,0.10424923896789551
86,43,0.013712882995605469
32,17,0.005469083786010742
1740,852,0.3580973148345947
1134,549,0.21211910247802734
11079,5213,2.3810949325561523
25,15,0.0039408206939697266
4,2,0.0006227493286132812
35,19,0.005939006805419922
803,399,0.1578819751739502
3615,1715,0.7348678112030029
18,10,0.002299785614013672
779,390,0.13698315620422363
429,219,0.07987499237060547
558,272,0.11240601539611816
241,121,0.040663719177246094
1786,863,0.35509490966796875
61,35,0.010062932968139648
37,21,0.009541988372802734
168,90,0.026413917541503906
1694,846,0.3486449718475342
494,240,0.12365269660949707
122,65,0.024396896362304688
866,427,0.2270832061767578
630,305,0.13900423049926758
130,65,0.0317537784576416
25,14,0.004580974578857422
555,281,0.09276199340820312
30,17,0.006783008575439453
2072,1030,0.36841392517089844
16,10,0.004016876220703125
3691,1828,0.7334420680999756
1261,610,0.22838902473449707
1349,636,0.2726747989654541
6820,3268,1.3618628978729248
13676,6418,2.7067010402679443
2922,1451,0.5206139087677002
31,15,0.0044438838958740234
147,74,0.02593207359313965
15492,7287,3.031506061553955
343,176,0.05495810508728027
5553,2576,1.170788049697876
232,115,0.050864219665527344
5135,2453,1.013681173324585
19,12,0.0029871463775634766
4159,2025,0.7747688293457031
72,36,0.018301963806152344
15164,7139,3.1515860557556152
578,283,0.10262680053710938
5800,2782,1.2688090801239014
1067,532,0.21415185928344727
343,168,0.06774091720581055
2276,1097,0.44289612770080566
68,36,0.011613130569458008
844,418,0.1525440216064453
1423,709,0.2939131259918213
47,25,0.007467985153198242
4429,2098,0.9359290599822998
81,42,0.01418614387512207
45,24,0.006224870681762695
2761,1368,0.48978185653686523
14973,7037,3.219388961791992
143,77,0.02041482925415039
39,21,0.0071370601654052734
40,22,0.005464792251586914
8244,3999,1.6639602184295654
106,58,0.014383077621459961
297,149,0.06309795379638672
1047,503,0.19866490364074707
126,63,0.020602941513061523
7896,3778,1.5338151454925537
4479,2137,0.9774737358093262
68,36,0.010441064834594727
320,159,0.057489871978759766
382,192,0.0611882209777832
1301,612,0.244704008102417
14142,6621,2.735084056854248
80,43,0.015424966812133789
22,12,0.0050618648529052734
1697,831,0.2866811752319336
154,76,0.03477191925048828
86,46,0.01550602912902832
1267,611,0.22497987747192383
161,87,0.024923324584960938
124,61,0.020144939422607422
83,44,0.017455101013183594
45,24,0.006033897399902344
386,195,0.06544613838195801
49,23,0.008790969848632812
8377,4058,1.5871469974517822
326,165,0.05881381034851074
3575,1719,0.649688720703125
672,338,0.12508010864257812
99,49,0.013818979263305664
1074,529,0.19781017303466797
863,431,0.19345307350158691
163,81,0.02983403205871582
55,30,0.011228799819946289
2526,1232,0.4818611145019531
473,233,0.08386826515197754
589,303,0.1011509895324707
77,41,0.01086282730102539
766,378,0.13778996467590332
92,51,0.018535137176513672
12,8,0.0016531944274902344
967,470,0.16872501373291016
495,251,0.08077502250671387
3553,1662,0.7082681655883789
2100,1022,0.3739497661590576
84719,38895,16.70279598236084
893,445,0.15860486030578613
3699,1736,0.7702631950378418
246,126,0.04506421089172363
1054,526,0.20772933959960938
2491,1209,0.5700011253356934
5444,2602,1.1949150562286377
99,54,0.013897895812988281
103048,47767,21.734760999679565
3348,1614,0.7054131031036377
7981,3846,1.6859099864959717
1003,501,0.17110395431518555
6350,3037,1.2490730285644531
565,289,0.11035013198852539
459,233,0.07924580574035645
2879,1410,0.6065492630004883
1233,601,0.2409050464630127
60792,27584,13.741465091705322
37,18,0.030920028686523438
62,31,0.006415128707885742
603,299,0.15519213676452637
36,21,0.0057642459869384766
32,18,0.0032448768615722656
1428,683,0.3139221668243408
184,93,0.05445599555969238
115,61,0.024352073669433594
723,361,0.24564719200134277
401,202,0.07730507850646973
5312,2532,1.0929007530212402
1413,703,0.3467998504638672
465,224,0.1733720302581787
1182,588,0.30330491065979004
247,128,0.04622292518615723
1283,646,0.24167513847351074
3599,1758,0.7686948776245117
311,152,0.05584406852722168
187,94,0.03659534454345703
54,28,0.01194000244140625
1421,701,0.3081068992614746
3029,1503,0.619581937789917
64,34,0.013781070709228516
259,131,0.04377412796020508
59,31,0.01192617416381836
44,24,0.010828256607055664
5221,2500,1.0525240898132324
34,18,0.0067560672760009766
3509,1722,0.7393810749053955
32,18,0.004124879837036133
2959,1479,0.6131629943847656
513,253,0.09311103820800781
8536,4101,1.593338966369629
4672,2275,0.9729111194610596
402247,185449,86.26475691795349
1080,518,0.20630097389221191
374,187,0.07717490196228027
34,16,0.005753278732299805
564,280,0.09353995323181152
4937,2338,1.004572868347168
715,351,0.1830599308013916
942,464,0.17682886123657227
273,137,0.06076407432556152
1496,740,0.3139641284942627
63,33,0.014578104019165039
1300,610,0.26184511184692383
181,93,0.026456117630004883
43,23,0.0135650634765625
12546,5861,2.586249351501465
80,43,0.012948036193847656
91,45,0.020148038864135742
644,318,0.11942100524902344
22578,10708,4.967119932174683
1441,714,0.31593799591064453
39,20,0.006310939788818359
196,103,0.03431892395019531
557,279,0.1146700382232666
31,17,0.004248142242431641
825,407,0.1789708137512207
3191,1553,0.7010040283203125
112,55,0.025140047073364258
69236,31616,14.80064606666565
318,161,0.07117390632629395
97,50,0.016765832901000977
147,78,0.022514820098876953
588,291,0.10644125938415527
58,30,0.015000104904174805
261,130,0.046598196029663086
22,13,0.009826898574829102
52,28,0.009046077728271484
1361,662,0.27974915504455566
483,250,0.09937906265258789
116,57,0.023235082626342773
156,83,0.030536890029907227
1697,830,0.332852840423584
62,35,0.017289161682128906
4600,2188,0.953956127166748
4499,2149,0.9419310092926025
158,80,0.037175893783569336
11091,5221,2.0907020568847656
1241,623,0.2387709617614746
841,420,0.1546492576599121
76095,35131,16.18250012397766
882,442,0.16855812072753906
43,23,0.006134033203125
7457,3600,1.4628651142120361
1652,824,0.3204948902130127
69432,31713,13.469588041305542
406,207,0.0672602653503418
67,36,0.01230311393737793
3630,1723,0.6878910064697266
1038,510,0.19157028198242188
1781,889,0.33083605766296387
135,70,0.020946979522705078
72042,33132,13.936598062515259
296,152,0.050436973571777344
105,54,0.01955103874206543
114,57,0.0351870059967041
142,74,0.02355813980102539
27,14,0.003643035888671875
4582,2149,0.885977029800415
319,160,0.054222822189331055
62564,28444,12.396821022033691
1615,787,0.2993478775024414
61,31,0.008773088455200195
14732,6938,2.8436059951782227
92,47,0.01363372802734375
139,72,0.024765968322753906
6478,3113,1.19834303855896
69123,31536,13.771213054656982
108,54,0.015855073928833008
3449,1688,0.6686410903930664
72,36,0.015604019165039062
41,23,0.005324125289916992
84,43,0.019724130630493164
1266,613,0.23915505409240723
79,42,0.012633085250854492
88,46,0.014009714126586914
839,418,0.14493799209594727
36,20,0.0047380924224853516
711,356,0.13603925704956055
76,42,0.02019190788269043
71,37,0.009787797927856445
55,28,0.009821891784667969
491,241,0.09734797477722168
27,15,0.004384040832519531
552,280,0.09472894668579102
2542,1240,0.47120118141174316
54,29,0.0052852630615234375
322,163,0.2240891456604004
6312,3036,1.2616679668426514
65708,30016,13.910768985748291
2597,1284,0.4985170364379883
60960,27659,12.359863042831421
99,50,0.01407003402709961
8093,3859,1.6611342430114746
1105,552,0.20342206954956055
342,176,0.05972599983215332
2078,1026,0.39199328422546387
11442,5392,2.1808600425720215
2089,992,0.4295840263366699
98,51,0.02218914031982422
1460,701,0.2634999752044678
33,16,0.0049059391021728516
678,335,0.11772680282592773
33,18,0.00565791130065918
135,68,0.019908905029296875
52,28,0.007508993148803711
437,224,0.08679509162902832
799,401,0.14938688278198242
47,26,0.007072925567626953
63,34,0.010824918746948242
6862,3295,1.3157932758331299
267,133,0.04897904396057129
97,49,0.017096996307373047
97,50,0.014098167419433594
4916,2351,0.9112789630889893
63359,28823,13.35231614112854
669,335,0.14202213287353516
40,21,0.006209135055541992
77229,35490,16.934515953063965
1133,553,0.21679997444152832
155,82,0.03257393836975098
5092,2430,0.9874310493469238
136,68,0.02125382423400879
105275,48892,23.82845902442932
1058,522,0.19494032859802246
4616,2210,0.8829340934753418
15,9,0.0018541812896728516
28,15,0.007318019866943359
507,243,0.07994318008422852
14494,6827,3.0372471809387207
1458,734,0.2707502841949463
35,18,0.00494384765625
387,189,0.07260704040527344
4760,2252,1.0392520427703857
840,421,0.16589117050170898
4516,2150,0.9232809543609619
3495,1714,0.6633768081665039
27,15,0.007960796356201172
4442,2088,0.996833086013794
8103,3876,1.6103761196136475
71188,32696,15.175812005996704
12247,5708,2.4156851768493652
119,61,0.023674964904785156
42,20,0.01861882209777832
772,384,0.13303923606872559
8497,4082,1.7438251972198486
5178,2457,1.0471160411834717
42,22,0.011265039443969727
3916,1918,0.7530899047851562
58,29,0.010890960693359375
89,49,0.012560844421386719
12,8,0.0013341903686523438
3175,1562,0.6258208751678467
68221,31290,14.292136907577515
8341,4002,1.5190401077270508
36,20,0.008923053741455078
14,8,0.002052783966064453
195,100,0.030523061752319336
9330,4496,1.7243731021881104
67,35,0.00944828987121582
48,26,0.006734132766723633
1155,571,0.19147491455078125
69135,31568,14.56044626235962
1350,647,0.25446081161499023
1241,601,0.22602391242980957
2953,1459,0.5320899486541748
58,29,0.01011204719543457
324,165,0.05276226997375488
591,294,0.1207270622253418
50,27,0.006654024124145508
4588,2201,0.8501009941101074
805,401,0.1821000576019287
1244,623,0.23400616645812988
1842,896,0.3565490245819092
13370,6211,3.223438024520874
92,49,0.02187180519104004
60,32,0.010808944702148438
221,111,0.04974627494812012
72,39,0.014461994171142578
336,169,0.06126689910888672
59,33,0.013289928436279297
576,281,0.11174225807189941
184,98,0.031794071197509766
368,190,0.0550997257232666
313,160,0.07278013229370117
377,192,0.07796978950500488
336,170,0.11748695373535156
1179,578,0.23815083503723145
1281,642,0.2519242763519287
1453,700,0.29464292526245117
31,17,0.0042569637298583984
95,50,0.017328977584838867
37,21,0.007052898406982422
4587,2217,0.8724727630615234
121,64,0.022700071334838867
19,10,0.0031099319458007812
65,35,0.012247085571289062
63,34,0.009185075759887695
1965,945,0.3470580577850342
41,22,0.0057032108306884766
570,282,0.10141706466674805
196,98,0.030245065689086914
116,64,0.02748394012451172
1034,510,0.18959712982177734
143,79,0.030683279037475586
63163,28833,13.799491882324219
42,22,0.0058078765869140625
55,30,0.01264190673828125
4114,2005,0.7235829830169678
280,138,0.052900075912475586
5120,2443,1.004197120666504
980,484,0.18409395217895508
1741,847,0.3548431396484375
286,147,0.048316240310668945
2100,1021,0.49005794525146484
4003,1897,0.9517691135406494
1998,976,0.44142580032348633
168,85,0.032729148864746094
5135,2451,1.1120882034301758
1390,692,0.2576751708984375
2059,1028,0.4049692153930664
306,152,0.05654001235961914
151,77,0.03341078758239746
4543,2209,1.0401158332824707
155,80,0.03984498977661133
41,21,0.01209402084350586
5476,2658,1.1495320796966553
1602,789,0.35537195205688477
915,448,0.17950010299682617
1053,521,0.23407411575317383
4487,2151,1.1087291240692139
1703,833,0.33680200576782227
5336,2574,1.177501916885376
121286,56184,26.341116905212402
20,10,0.0027840137481689453
38,21,0.02319478988647461
761,368,0.15654611587524414
95,50,0.020090818405151367
4267,2017,1.0119259357452393
6876,3292,1.542236089706421
183,95,0.03488588333129883
65,34,0.011790990829467773
618,303,0.1179966926574707
1195,586,0.2504708766937256
259,129,0.0498659610748291
25321,12046,5.12601113319397
17,9,0.002226114273071289
14625,6876,2.802165985107422
26,14,0.006245136260986328
74,38,0.012105941772460938
868,429,0.15710210800170898
18,10,0.0023651123046875
345,170,0.06557011604309082
793,386,0.13821077346801758
121,63,0.02060079574584961
41,22,0.005531787872314453
303,153,0.04755115509033203
1890,928,0.35959887504577637
27702,13244,5.4029200077056885
480,246,0.0914299488067627
38,20,0.006443023681640625
5523,2660,1.0957951545715332
490,244,0.08770895004272461
287,147,0.058448076248168945
98,53,0.019488096237182617
1765,856,0.3038139343261719
22,13,0.003283977508544922
314,152,0.04595685005187988
15,8,0.002056121826171875
3362,1633,0.5986039638519287
70,36,0.009675741195678711
66768,30539,13.22425389289856
62,35,0.008613824844360352
120555,55898,23.398952960968018
15506,7374,2.924957275390625
60,31,0.008573770523071289
286,145,0.04807400703430176
117,63,0.02502298355102539
27,16,0.008620738983154297
1640,796,0.3158438205718994
97,54,0.018436908721923828
38,22,0.005071163177490234
77,39,0.017760038375854492
526,265,0.08980727195739746
61328,27893,12.101539134979248
179,93,0.03597688674926758
45,24,0.00777888298034668
31,17,0.0043299198150634766
3566,1748,0.6796078681945801
3483,1678,0.6610949039459229
2095,1027,0.43233323097229004
48,25,0.0075299739837646484
1349,671,0.25669407844543457
129,67,0.019847869873046875
3365,1573,0.6297380924224854
613,306,0.25281310081481934
5674,2639,1.2570030689239502
369,189,0.06136918067932129
52,27,0.009304046630859375
30,18,0.004592180252075195
33,16,0.004807233810424805
128,69,0.020497798919677734
241,119,0.050820112228393555
58146,27231,12.055148124694824
319,164,0.053514957427978516
143,71,0.023968935012817383
75,41,0.017611980438232422
1658,821,0.37121105194091797
51,29,0.008598089218139648
1293,639,0.4241678714752197
2157,1048,0.4370381832122803
316,157,0.06756806373596191
4265,2032,0.8244678974151611
381,194,0.06679391860961914
317,157,0.05771517753601074
71,37,0.013801813125610352
155,77,0.030109882354736328
753,378,0.14097285270690918
1997,966,0.3755459785461426
1306,660,0.25296807289123535
369,186,0.07885599136352539
3628,1764,0.6931471824645996
4956,2409,0.9667770862579346
1185,574,0.22159218788146973
77,41,0.01149296760559082
315,161,0.0562748908996582
668,333,0.11458373069763184
449,231,0.08712506294250488
168,85,0.034912109375
243,119,0.041979312896728516
183,93,0.028429031372070312
1371,649,0.2770509719848633
84,45,0.012432336807250977
27,14,0.007642984390258789
47,24,0.007012128829956055
25,15,0.004637956619262695
92,50,0.022166728973388672
3585,1677,0.7068819999694824
7381,3533,1.3835949897766113
146,77,0.021619319915771484
1422,701,0.2757110595703125
33,17,0.005120992660522461
41,22,0.0057871341705322266
5374,2566,1.0201096534729004
49,28,0.0064318180084228516
318,160,0.056672096252441406
1806,874,0.31850600242614746
456,233,0.08506512641906738
298,152,0.05766725540161133
81,43,0.016784191131591797
1930,959,0.3657817840576172
150,79,0.03286409378051758
462,232,0.07274913787841797
2035,995,0.3734469413757324
27,15,0.003932952880859375
2532,1259,0.483292818069458
943,475,0.1676921844482422
53,25,0.008413076400756836
8,4,0.0010631084442138672
3067,1506,0.5499992370605469
530,265,0.09394502639770508
133,67,0.025133132934570312
94,48,0.01558995246887207
2738,1349,0.5129261016845703
18,10,0.002402067184448242
98,52,0.020079851150512695
1655,818,0.31450986862182617
242,123,0.04622173309326172
147,72,0.027550220489501953
274,134,0.042577266693115234
48,26,0.0063402652740478516
33,17,0.006844997406005859
1862,900,0.36776208877563477
125,66,0.020253896713256836
7852,3755,1.4795582294464111
318,161,0.060022830963134766
189,98,0.029738903045654297
29,17,0.00459599494934082
2473,1208,0.46793484687805176
30,17,0.004072904586791992
156,81,0.032557010650634766
58,31,0.012988090515136719
1006,494,0.20362401008605957
168,86,0.02716207504272461
1373,649,0.2902688980102539
62922,28606,12.739446878433228
701,347,0.1465909481048584
18099,8513,3.566601037979126
4015,1902,0.7666177749633789
3866,1834,0.739670991897583
1209,599,0.2286241054534912
237,115,0.04708576202392578
94,49,0.013078689575195312
75,40,0.031118154525756836
18,10,0.0029959678649902344
185,97,0.04045987129211426
59,31,0.009289026260375977
271,139,0.0555720329284668
5023,2390,1.003324270248413
283,143,0.04040384292602539
275,141,0.04552292823791504
15141,7129,3.29140305519104
92,45,0.023562192916870117
1265,627,0.231367826461792
2396,1175,0.4591708183288574
171,87,0.04572272300720215
1073,521,0.26287388801574707
21,12,0.002716064453125
2849,1401,0.6488809585571289
60909,27743,12.858285188674927
55,29,0.0074193477630615234
69230,31623,15.37181305885315
54,32,0.007040977478027344
4871,2328,1.1764719486236572
629,315,0.12569189071655273
23,13,0.00357818603515625
791,394,0.20030522346496582
3446,1649,0.9667720794677734
36,19,0.005889892578125
106,59,0.0358271598815918
270,135,0.07066893577575684
1242,622,0.25211501121520996
3601,1767,0.7069540023803711
20,12,0.007714033126831055
43,23,0.005961894989013672
20,13,0.0025091171264648438
90,48,0.018142223358154297
292,145,0.08082199096679688
159,83,0.030358076095581055
4174,1982,1.145230770111084
450,230,0.13313794136047363
576,286,0.11374115943908691
27,15,0.006723880767822266
5928,2853,1.3088300228118896
603,309,0.12212777137756348
7636,3686,1.6261532306671143
1568,762,0.3191490173339844
43,22,0.00934600830078125
2267,1126,0.4772469997406006
11642,5410,2.3403830528259277
119,65,0.020639896392822266
582,290,0.12757396697998047
8838,4206,1.83697509765625
1966,955,0.3542482852935791
1810,907,0.33191680908203125
3463,1695,0.7475991249084473
13,9,0.00146484375
115,60,0.03606605529785156
64369,29313,14.221036672592163
111,55,0.03086090087890625
10,6,0.0012290477752685547
841,422,0.18251991271972656
1310,629,0.26596784591674805
2068,1012,0.4044480323791504
3559,1684,0.6998159885406494
2305,1125,0.4183928966522217
327,165,0.06722187995910645
2016,988,0.35452890396118164
7186,3452,1.4349191188812256
743,368,0.12328886985778809
78,42,0.010589838027954102
2389,1174,0.5504350662231445
577,287,0.13623309135437012
1345,645,0.27541685104370117
80,43,0.017853736877441406
1224,593,0.2962160110473633
417,209,0.06631779670715332
173,91,0.03369879722595215
544,262,0.11290168762207031
76841,35260,15.694057941436768
36,19,0.005596160888671875
70,38,0.010708808898925781
95,50,0.024140119552612305
195,99,0.04151415824890137
134,70,0.02929091453552246
58,33,0.008810997009277344
1195,593,0.24973082542419434
32,18,0.007684230804443359
322,166,0.09298920631408691
83,44,0.01345515251159668
60,32,0.008687973022460938
67089,30751,13.524932146072388
46,24,0.020562171936035156
3934,1849,0.7948758602142334
5788,2775,1.2748830318450928
293,145,0.057396888732910156
171,86,0.0339961051940918
