75/37.pickle,897691,434884,181.49537205696106
75/92.pickle,2093240,1000001,439.6637282371521
75/81.pickle,979807,465112,206.87492609024048
75/65.pickle,2113991,1000001,440.18633699417114
75/51.pickle,91338,43985,17.647037029266357
75/32.pickle,84707,40854,16.278697967529297
75/74.pickle,1214915,570020,252.29726791381836
75/1.pickle,2118442,1000001,436.0280849933624
75/76.pickle,2118912,1000001,445.13225531578064
75/18.pickle,2096801,1000001,450.1967329978943
75/49.pickle,25032,12221,4.784461259841919
75/90.pickle,479370,227467,97.55627298355103
75/15.pickle,936386,443229,194.32168579101562
75/39.pickle,2108179,1000001,437.8712408542633
75/24.pickle,2130259,1000001,456.24915885925293
75/47.pickle,2108092,1000001,448.9669599533081
75/56.pickle,972635,456695,200.5452380180359
75/3.pickle,804935,387480,165.21872806549072
75/41.pickle,697600,328792,144.74228501319885
75/64.pickle,231083,114235,46.18992900848389
75/14.pickle,2135519,1000001,440.6111478805542
75/71.pickle,1084796,514058,227.8296821117401
75/86.pickle,151459,70879,30.506793975830078
75/63.pickle,326247,152951,67.74402284622192
75/61.pickle,2123071,1000001,440.37285923957825
75/20.pickle,1114732,525158,232.87420296669006
75/80.pickle,2121433,1000001,444.423465013504
75/26.pickle,2117189,1000001,448.8158938884735
75/52.pickle,2139180,1000002,465.3952658176422
75/54.pickle,2111219,1000001,461.5495340824127
75/60.pickle,2096836,1000001,459.03544330596924
75/28.pickle,4700,2297,1.1074199676513672
75/96.pickle,2117668,1000001,455.30408096313477
75/27.pickle,660332,314721,138.4009141921997
75/72.pickle,2138144,1000001,456.0966110229492
75/50.pickle,188808,90000,38.86416292190552
75/55.pickle,1137952,550209,235.76129794120789
75/45.pickle,2131556,1000001,447.62695503234863
75/22.pickle,110220,53432,22.80301594734192
75/21.pickle,1198832,570808,254.50598669052124
75/68.pickle,1375534,662534,292.62807297706604
75/82.pickle,2154259,1000002,465.05298113822937
75/98.pickle,63075,30140,12.588788986206055
75/93.pickle,2097308,1000001,442.6519260406494
75/17.pickle,832237,394192,175.54166507720947
75/87.pickle,2137214,1000001,465.77470898628235
75/16.pickle,2123685,1000001,458.03329586982727
75/78.pickle,91680,43897,17.83133316040039
75/9.pickle,2122648,1000002,453.09405183792114
75/40.pickle,80386,38827,16.228183031082153
75/79.pickle,1038682,482003,218.33861112594604
75/29.pickle,51863,24390,10.73839521408081
75/85.pickle,2070946,1000001,440.128130197525
75/89.pickle,205530,97816,43.05449604988098
75/23.pickle,2121197,1000001,442.3016200065613
75/67.pickle,2181183,1000001,457.76414704322815
75/42.pickle,702433,335536,148.59208178520203
75/12.pickle,732633,347250,158.23993968963623
75/53.pickle,2133141,1000001,466.3469078540802
75/99.pickle,1303873,611518,276.7224771976471
75/46.pickle,2175369,1000001,473.26932406425476
75/94.pickle,921924,425370,194.50135803222656
75/5.pickle,2102404,1000001,466.89410400390625
75/2.pickle,1092451,518025,226.3323929309845
75/70.pickle,1670885,773901,362.1695578098297
75/43.pickle,2104047,1000001,437.457444190979
75/36.pickle,2081087,1000001,432.94854497909546
75/84.pickle,914857,432527,196.3975977897644
75/62.pickle,2136774,1000002,446.3161301612854
75/91.pickle,2124200,1000001,453.30577087402344
75/38.pickle,215455,103236,42.743520736694336
75/95.pickle,295154,142704,59.93448209762573
75/31.pickle,118194,56633,23.87772512435913
75/97.pickle,2120341,1000001,447.31324100494385
75/7.pickle,80432,39098,15.938544988632202
75/57.pickle,2109860,1000001,444.0013792514801
75/75.pickle,1978003,930257,421.3309659957886
75/34.pickle,2159099,1000001,459.92706179618835
75/4.pickle,2122182,1000001,439.3626608848572
75/25.pickle,600672,288038,123.91606974601746
75/88.pickle,229885,110063,48.744046211242676
75/77.pickle,138562,67577,27.812508821487427
75/30.pickle,202394,95292,41.70203709602356
75/58.pickle,2138296,1000002,460.99079990386963
75/8.pickle,30395,14348,6.353082895278931
75/48.pickle,1310417,620540,278.0567669868469
75/19.pickle,2128261,1000001,443.3745229244232
75/11.pickle,2090192,1000001,438.9008948802948
75/0.pickle,683166,325863,143.60288286209106
75/33.pickle,2119207,1000002,451.1157720088959
75/10.pickle,1154833,541402,252.09111881256104
75/35.pickle,390682,185035,81.2520649433136
75/66.pickle,2124518,1000001,444.14808106422424
75/13.pickle,1061170,497153,227.60209584236145
75/59.pickle,320997,153264,66.17189884185791
75/69.pickle,2095855,1000001,392.23381209373474
75/6.pickle,157742,76874,27.44881820678711
75/83.pickle,526624,248417,72.9234848022461
75/44.pickle,660354,316840,91.66714811325073
75/73.pickle,2127227,1000002,299.39323592185974
