85/0.pickle,1000001,480728,142.64281010627747
85/1.pickle,1000001,472694,141.7912449836731
85/2.pickle,1000003,459688,146.45786595344543
85/3.pickle,1000001,478596,140.30811882019043
85/4.pickle,1000001,466947,140.76921200752258
85/5.pickle,1000002,469178,138.51880192756653
85/6.pickle,1000002,478689,138.34407711029053
85/7.pickle,1000002,481027,134.98743891716003
85/8.pickle,524834,246002,74.51751017570496
85/9.pickle,584393,278980,81.60438990592957
85/10.pickle,1000001,476204,140.09063291549683
85/11.pickle,575353,275286,79.18299007415771
85/12.pickle,1000002,473810,139.01856184005737
85/13.pickle,1000001,466899,140.2068841457367
85/14.pickle,1000001,470618,138.73297381401062
85/15.pickle,1000002,482769,137.88405203819275
85/16.pickle,49933,24251,6.486730098724365
85/17.pickle,882429,420183,123.99046087265015
85/18.pickle,1000001,463816,142.35086011886597
85/19.pickle,1000001,469762,140.60701203346252
85/20.pickle,287612,138930,39.656272172927856
85/21.pickle,1000002,467132,143.50208711624146
85/22.pickle,1000001,477648,139.351469039917
85/23.pickle,1000001,474751,139.18066215515137
85/24.pickle,1000001,472024,142.68033695220947
85/25.pickle,1000001,473934,143.013573884964
85/26.pickle,1000003,474962,139.13991022109985
85/27.pickle,1000001,477696,139.8408179283142
85/28.pickle,565870,271573,78.0126690864563
85/29.pickle,1000001,478484,138.47079014778137
85/30.pickle,698120,329953,98.34145998954773
85/31.pickle,1000002,472493,140.35949730873108
85/32.pickle,1000001,470311,138.25804495811462
85/33.pickle,1000001,462567,143.21095180511475
85/34.pickle,1000001,471803,139.88406920433044
85/35.pickle,1000001,480091,138.22852206230164
85/36.pickle,398391,187276,55.15245223045349
85/37.pickle,1000001,475071,139.0821099281311
85/38.pickle,1000002,483959,137.80797719955444
85/39.pickle,1000001,455568,143.76456713676453
85/40.pickle,1000001,477965,139.92503190040588
85/41.pickle,1000001,476850,138.1921112537384
85/42.pickle,1000003,474772,140.95380282402039
85/43.pickle,1000002,469228,139.92240619659424
85/44.pickle,1000001,472900,140.36235308647156
85/45.pickle,1000001,469950,143.59815192222595
85/46.pickle,916662,438948,127.73007988929749
85/47.pickle,1000002,481321,139.12849187850952
85/48.pickle,1000002,474084,141.10131311416626
85/49.pickle,1000002,472652,143.6805899143219
85/50.pickle,10993,5351,1.4294300079345703
85/51.pickle,952996,458967,134.12132501602173
85/52.pickle,1000002,472782,137.1298520565033
85/53.pickle,16671,8175,2.1865930557250977
85/54.pickle,327883,156178,46.080963134765625
85/55.pickle,1000001,475673,141.83315205574036
85/56.pickle,608003,291513,82.83464026451111
85/57.pickle,1000001,474260,143.0044550895691
85/58.pickle,580606,270892,79.63494205474854
85/59.pickle,973401,450375,137.3343801498413
85/60.pickle,1000003,477604,137.72242498397827
85/61.pickle,713105,325807,101.12386202812195
85/62.pickle,1000003,478092,140.9522261619568
85/63.pickle,1000002,474514,139.75862503051758
85/64.pickle,1000002,469119,141.28521084785461
85/65.pickle,1000002,466591,143.2904908657074
85/66.pickle,1000002,464874,142.4261441230774
85/67.pickle,1000001,471599,142.1967761516571
85/68.pickle,16521,8293,2.1536786556243896
85/69.pickle,506332,240800,70.91978597640991
85/70.pickle,1000002,474390,138.98115992546082
85/71.pickle,1000002,467717,138.94278717041016
85/72.pickle,227839,110419,30.905603647232056
85/73.pickle,420802,197601,58.22829294204712
85/74.pickle,1000002,474976,142.44386386871338
85/75.pickle,1000001,472760,141.28346586227417
85/76.pickle,277885,133689,39.87743902206421
85/77.pickle,1000002,469009,146.7244529724121
85/78.pickle,1000002,474807,142.18550896644592
85/79.pickle,1000002,475947,141.80415081977844
85/80.pickle,1000001,473564,139.41608691215515
85/81.pickle,979692,462987,136.7207670211792
85/82.pickle,273381,130903,37.76821827888489
85/83.pickle,1000001,466185,140.20149397850037
85/84.pickle,1000003,472091,138.12763381004333
85/85.pickle,1000002,474216,139.8106050491333
85/86.pickle,1000002,469002,139.14834213256836
85/87.pickle,1000001,465688,141.42659878730774
85/88.pickle,1000002,473284,137.24534606933594
85/89.pickle,898360,421101,128.22398471832275
85/90.pickle,1000001,482541,137.26621890068054
85/91.pickle,1000001,470716,142.28348112106323
85/92.pickle,1000001,467510,142.5118420124054
85/93.pickle,1000001,473428,140.12859392166138
85/94.pickle,676894,320601,94.8937029838562
85/95.pickle,641920,306548,89.88331580162048
85/96.pickle,237836,113970,32.92507314682007
85/97.pickle,1000001,474676,142.54033398628235
85/98.pickle,90040,43845,12.063409805297852
85/99.pickle,1000003,477529,137.46106815338135
