File path,Nodes visited,Heap size,Time
60/0.pickle,1000000,473733,60.0
60/1.pickle,275653,130002,39.83860993385315
60/2.pickle,690753,328572,60.0
60/3.pickle,1000000,469808,60.0
60/4.pickle,908452,433647,60.0
60/5.pickle,24307,11891,3.4887752532958984
60/6.pickle,1000000,473615,60.0
60/7.pickle,190619,91983,26.615278005599976
60/8.pickle,1000000,464848,60.0
60/9.pickle,1000000,474455,60.0
60/10.pickle,1000000,480139,60.0
60/11.pickle,35396,17572,4.7632551193237305
60/12.pickle,1000000,477177,60.0
60/13.pickle,563504,268222,60.0
60/14.pickle,843975,400304,60.0
60/15.pickle,1000000,468367,60.0
60/16.pickle,400183,189607,56.67413306236267
60/17.pickle,282346,135280,39.960145235061646
60/18.pickle,1000000,468778,60.0
60/19.pickle,579974,278528,60.0
60/20.pickle,32158,15702,4.270782947540283
60/21.pickle,334094,163004,46.62700510025024
60/22.pickle,1000000,474115,60.0
60/23.pickle,799987,381588,60.0
60/24.pickle,1000000,475566,60.0
60/25.pickle,1000000,471917,60.0
60/26.pickle,165598,78230,23.209914922714233
60/27.pickle,344375,166186,48.03180408477783
60/28.pickle,950173,448908,60.0
60/29.pickle,1000000,475722,60.0
60/30.pickle,1000000,473929,60.0
60/31.pickle,1000000,475205,60.0
60/32.pickle,609129,291304,60.0
60/33.pickle,163460,78786,22.298624992370605
60/34.pickle,48568,23781,6.463886737823486
60/35.pickle,355554,163853,49.37559795379639
60/36.pickle,940194,445315,60.0
60/37.pickle,386297,185887,53.479032039642334
60/38.pickle,417787,199519,59.1343138217926
60/39.pickle,1000000,462421,60.0
60/40.pickle,884262,420825,60.0
60/41.pickle,1000000,481902,60.0
60/42.pickle,172152,84594,23.063778162002563
60/43.pickle,79747,39125,10.727356195449827
60/44.pickle,207049,97482,28.886757850646973
60/45.pickle,769962,369278,60.0
60/46.pickle,113411,55527,15.124468088150024
60/47.pickle,180935,87302,24.304221868515015
60/48.pickle,1000000,474684,60.0
60/49.pickle,1000000,482263,60.0
60/50.pickle,521100,248337,60.0
60/51.pickle,154295,74743,21.098015069961548
60/52.pickle,1000000,473838,60.0
60/53.pickle,236988,113526,32.56879711151123
60/54.pickle,169300,82803,23.133797883987427
60/55.pickle,148081,70683,20.198015928268433
60/56.pickle,709239,335737,60.0
60/57.pickle,8861,4375,1.1467819213867188
60/58.pickle,1000000,487672,60.0
60/59.pickle,797829,384468,60.0
60/60.pickle,27047,13378,3.5134451389312744
60/61.pickle,1000000,473673,60.0
60/62.pickle,1000000,465110,60.0
60/63.pickle,37978,18331,5.2095208168029785
60/64.pickle,64615,31251,8.508478879928589
60/65.pickle,805119,381499,60.0
60/66.pickle,309326,147938,42.964012145996094
60/67.pickle,727055,348756,60.0
60/68.pickle,248415,118142,34.122113943099976
60/69.pickle,360384,174752,48.683297872543335
60/70.pickle,1000000,468639,60.0
60/71.pickle,16456,8130,2.131801128387451
60/72.pickle,286980,137385,40.08523511886597
60/73.pickle,30506,14951,3.962293148040771
60/74.pickle,218422,104193,30.060226678848267
60/75.pickle,486000,230778,60.0
60/76.pickle,1000000,472386,60.0
60/77.pickle,796331,377378,60.0
60/78.pickle,131215,62579,17.622246026992798
60/79.pickle,1000000,466467,60.0
60/80.pickle,1000000,462077,60.0
60/81.pickle,94111,45103,12.905572175979614
60/82.pickle,768413,368203,60.0
60/83.pickle,60618,29161,8.394366979598999
60/84.pickle,7776,3779,1.057643175125122
60/85.pickle,636573,301551,60.0
60/86.pickle,175448,84748,23.98663592338562
60/87.pickle,915149,434615,60.0
60/88.pickle,1000000,461932,60.0
60/89.pickle,78918,38032,10.749372959136965
60/90.pickle,1000000,472033,60.0
60/91.pickle,411912,201794,56.17340016365051
60/92.pickle,1000000,464960,60.0
60/93.pickle,187809,92347,24.870803833007812
60/94.pickle,161813,77839,22.298515796661377
60/95.pickle,1000000,477294,60.0
60/96.pickle,361222,175161,49.80409812927246
60/97.pickle,178033,85236,24.698970079421997
60/98.pickle,83064,40883,11.096165895462036
60/99.pickle,422267,200618,59.68655180931091
