File path,Nodes visited,Heap size,Time
95/0.pickle,1000000,482712,60.0
95/1.pickle,1000000,478758,60.0
95/2.pickle,1000000,475199,60.0
95/3.pickle,1000000,471675,60.0
95/4.pickle,1000000,478297,60.0
95/5.pickle,1000000,471317,60.0
95/6.pickle,1000000,469573,60.0
95/7.pickle,1000000,474927,60.0
95/8.pickle,1000000,475579,60.0
95/9.pickle,338711,163101,46.843194007873535
95/10.pickle,1000000,485865,60.0
95/11.pickle,1000000,484881,60.0
95/12.pickle,921920,433186,60.0
95/13.pickle,27775,13512,3.679464101791382
95/14.pickle,466316,220796,60.0
95/15.pickle,1000000,473251,60.0
95/16.pickle,1000000,476040,60.0
95/17.pickle,1000000,473622,60.0
95/18.pickle,1000000,477803,60.0
95/19.pickle,1000000,472751,60.0
95/20.pickle,1000000,469860,60.0
95/21.pickle,1000000,471610,60.0
95/22.pickle,1000000,474099,60.0
95/23.pickle,1000000,466511,60.0
95/24.pickle,1000000,473295,60.0
95/25.pickle,1000000,469218,60.0
95/26.pickle,1000000,474347,60.0
95/27.pickle,1000000,480590,60.0
95/28.pickle,1000000,478005,60.0
95/29.pickle,1000000,464131,60.0
95/30.pickle,659074,312395,60.0
95/31.pickle,1000000,483708,60.0
95/32.pickle,1000000,475846,60.0
95/33.pickle,1000000,466771,60.0
95/34.pickle,1000000,483879,60.0
95/35.pickle,1000000,472311,60.0
95/36.pickle,1000000,482181,60.0
95/37.pickle,203936,97580,27.665705919265747
95/38.pickle,1000000,484582,60.0
95/39.pickle,1000000,472682,60.0
95/40.pickle,1000000,463163,60.0
95/41.pickle,5133,2564,0.6759717464447021
95/42.pickle,1000000,468319,60.0
95/43.pickle,1000000,473567,60.0
95/44.pickle,1000000,465776,60.0
95/45.pickle,1000000,477759,60.0
95/46.pickle,1000000,473090,60.0
95/47.pickle,1000000,475990,60.0
95/48.pickle,1000000,483554,60.0
95/49.pickle,1000000,467022,60.0
95/50.pickle,1000000,474027,60.0
95/51.pickle,937306,442979,60.0
95/52.pickle,223570,108033,31.105103969573975
95/53.pickle,1000000,470764,60.0
95/54.pickle,1000000,480423,60.0
95/55.pickle,1000000,477388,60.0
95/56.pickle,1000000,477213,60.0
95/57.pickle,791272,373912,60.0
95/58.pickle,1000000,470299,60.0
95/59.pickle,1000000,480946,60.0
95/60.pickle,1000000,470809,60.0
95/61.pickle,33461,16252,4.310993194580078
95/62.pickle,1000000,471144,60.0
95/63.pickle,1000000,477397,60.0
95/64.pickle,1000000,470567,60.0
95/65.pickle,1000000,475114,60.0
95/66.pickle,666766,319127,60.0
95/67.pickle,1000000,481352,60.0
95/68.pickle,1000000,473967,60.0
95/69.pickle,1000000,479264,60.0
95/70.pickle,1000000,473220,60.0
95/71.pickle,1000000,475329,60.0
95/72.pickle,1000000,467819,60.0
95/73.pickle,1000000,476180,60.0
95/74.pickle,663501,320162,60.0
95/75.pickle,538542,259795,60.0
95/76.pickle,1000000,472332,60.0
95/77.pickle,1000000,475937,60.0
95/78.pickle,1000000,472564,60.0
95/79.pickle,1000000,469115,60.0
95/80.pickle,686950,326138,60.0
95/81.pickle,1000000,468908,60.0
95/82.pickle,1000000,464596,60.0
95/83.pickle,1000000,466775,60.0
95/84.pickle,1000000,471587,60.0
95/85.pickle,1000000,480107,60.0
95/86.pickle,588594,280956,60.0
95/87.pickle,1000000,477430,60.0
95/88.pickle,1000000,472401,60.0
95/89.pickle,1000000,467289,60.0
95/90.pickle,288413,139634,40.392313718795776
95/91.pickle,1000000,469932,60.0
95/92.pickle,1000000,483776,60.0
95/93.pickle,1000000,477773,60.0
95/94.pickle,1000000,473245,60.0
95/95.pickle,1000000,463981,60.0
95/96.pickle,1000000,466111,60.0
95/97.pickle,1000000,471185,60.0
95/98.pickle,1000000,464525,60.0
95/99.pickle,1000000,479174,60.0
