File path,Nodes visited,Heap size,Time
80/0.pickle,1000000,464685,60.0
80/1.pickle,1000000,477305,60.0
80/2.pickle,389322,190147,52.903218030929565
80/3.pickle,1000000,474548,60.0
80/4.pickle,1000000,473642,60.0
80/5.pickle,1000000,469710,60.0
80/6.pickle,62050,30185,8.101704835891724
80/7.pickle,1000000,477112,60.0
80/8.pickle,46230,22849,5.844974994659424
80/9.pickle,136358,66049,18.540416955947876
80/10.pickle,1000000,472531,60.0
80/11.pickle,376849,175514,51.62302088737488
80/12.pickle,1000000,470671,60.0
80/13.pickle,1000000,475126,60.0
80/14.pickle,30671,14881,3.9958441257476807
80/15.pickle,416779,198445,57.53291583061218
80/16.pickle,201390,95704,27.84624695777893
80/17.pickle,1000000,470108,60.0
80/18.pickle,784309,370950,60.0
80/19.pickle,1000000,477821,60.0
80/20.pickle,1000000,482054,60.0
80/21.pickle,1000000,468623,60.0
80/22.pickle,1000000,468616,60.0
80/23.pickle,672923,315401,60.0
80/24.pickle,418148,200753,57.450440883636475
80/25.pickle,1000000,479299,60.0
80/26.pickle,111213,54867,14.779770851135254
80/27.pickle,860877,416628,60.0
80/28.pickle,1000000,477924,60.0
80/29.pickle,1000000,470312,60.0
80/30.pickle,1000000,466606,60.0
80/31.pickle,1000000,466789,60.0
80/32.pickle,1000000,477903,60.0
80/33.pickle,568465,271682,60.0
80/34.pickle,1000000,471158,60.0
80/35.pickle,899306,428869,60.0
80/36.pickle,922802,439554,60.0
80/37.pickle,951559,459495,60.0
80/38.pickle,1000000,464978,60.0
80/39.pickle,53120,25888,7.004302024841309
80/40.pickle,88096,42150,11.751313209533691
80/41.pickle,653603,305231,60.0
80/42.pickle,1000000,471340,60.0
80/43.pickle,1000000,473878,60.0
80/44.pickle,73394,35234,9.818444728851318
80/45.pickle,960647,457423,60.0
80/46.pickle,189574,91144,25.5481059551239
80/47.pickle,175059,82387,24.423866748809814
80/48.pickle,933369,440366,60.0
80/49.pickle,1000000,461634,60.0
80/50.pickle,1000000,475588,60.0
80/51.pickle,608686,286895,60.0
80/52.pickle,1000000,469722,60.0
80/53.pickle,1000000,470330,60.0
80/54.pickle,1000000,473649,60.0
80/55.pickle,1000000,471693,60.0
80/56.pickle,1000000,472259,60.0
80/57.pickle,1000000,469676,60.0
80/58.pickle,1000000,476576,60.0
80/59.pickle,882504,423655,60.0
80/60.pickle,1000000,468970,60.0
80/61.pickle,1000000,466735,60.0
80/62.pickle,1000000,479693,60.0
80/63.pickle,1000000,476713,60.0
80/64.pickle,1000000,468025,60.0
80/65.pickle,1000000,475197,60.0
80/66.pickle,1000000,457385,60.0
80/67.pickle,1000000,468714,60.0
80/68.pickle,398145,188837,55.74182605743408
80/69.pickle,1000000,470894,60.0
80/70.pickle,1000000,469551,60.0
80/71.pickle,1000000,462342,60.0
80/72.pickle,1000000,466167,60.0
80/73.pickle,1000000,464835,60.0
80/74.pickle,1000000,465623,60.0
80/75.pickle,871326,421112,60.0
80/76.pickle,938581,447749,60.0
80/77.pickle,1000000,469735,60.0
80/78.pickle,37510,18426,4.870474100112915
80/79.pickle,1000000,471319,60.0
80/80.pickle,1000000,475452,60.0
80/81.pickle,101628,49498,13.607379913330078
80/82.pickle,701083,335448,60.0
80/83.pickle,229823,112162,31.29701805114746
80/84.pickle,1000000,474440,60.0
80/85.pickle,1000000,465926,60.0
80/86.pickle,693451,332666,60.0
80/87.pickle,699814,333256,60.0
80/88.pickle,644514,311023,60.0
80/89.pickle,1000000,480468,60.0
80/90.pickle,1000000,472352,60.0
80/91.pickle,1000000,479979,60.0
80/92.pickle,1000000,460112,60.0
80/93.pickle,1000000,471665,60.0
80/94.pickle,1000000,476750,60.0
80/95.pickle,83694,40901,10.820823192596436
80/96.pickle,1000000,469923,60.0
80/97.pickle,147315,70405,19.750406980514526
80/98.pickle,1000000,474316,60.0
80/99.pickle,349395,168433,47.304259061813354
