File path,Nodes visited,Max heap size,Time
15/52.pickle,31694,15866,0.3910431861877441
15/42.pickle,10028,5066,0.1331567764282226
15/51.pickle,163765,80722,2.0378670692443848
15/33.pickle,71809,35775,1.1689481735229492
15/85.pickle,83429,41454,1.0690858364105225
15/92.pickle,121183,59902,1.5913889408111572
15/93.pickle,128922,63728,1.533768892288208
15/40.pickle,119761,59397,1.3860468864440918
15/19.pickle,181017,89117,2.2274858951568604
15/65.pickle,108448,53819,1.2875730991363523
15/54.pickle,128253,63361,1.5651178359985352
15/43.pickle,102653,50847,1.1942179203033447
15/57.pickle,108068,53647,1.2338860034942627
15/34.pickle,110275,54566,1.2827210426330566
15/29.pickle,7682,3895,0.0868279933929443
15/0.pickle,107803,53307,1.35630202293396
15/7.pickle,151366,74627,1.87048602104187
15/95.pickle,132145,65324,1.6014838218688965
15/71.pickle,124964,61749,1.4891090393066406
15/6.pickle,26249,13169,0.3504390716552734
15/55.pickle,93257,46264,1.0691001415252686
15/25.pickle,143222,70845,1.759932279586792
15/2.pickle,64302,32002,0.678530216217041
15/1.pickle,9704,4926,0.1685397624969482
15/22.pickle,28792,14416,0.5353541374206543
15/41.pickle,86275,42829,1.012537717819214
15/8.pickle,30541,15285,0.3431978225708008
15/46.pickle,174231,85869,2.1606428623199463
15/84.pickle,118340,58466,1.4218721389770508
15/87.pickle,118362,58595,1.3908419609069824
15/98.pickle,20785,10461,0.3157529830932617
15/97.pickle,30798,15414,0.3808920383453369
15/26.pickle,118892,58730,1.392377853393555
15/9.pickle,123650,61107,1.603855848312378
15/3.pickle,44077,21989,0.5826997756958008
15/5.pickle,186329,91779,2.544421911239624
15/91.pickle,148335,73360,1.9285759925842283
15/17.pickle,114762,56953,1.33610200881958
15/31.pickle,80955,40223,1.3062589168548584
15/38.pickle,31803,15921,0.4218640327453613
15/35.pickle,129729,64150,1.5697319507598877
15/53.pickle,126275,62446,1.5493690967559814
15/37.pickle,1144,595,0.0077178478240966
15/70.pickle,120430,59526,1.7465522289276123
15/66.pickle,154055,75974,2.5628061294555664
15/81.pickle,97848,48563,1.19743013381958
15/96.pickle,178150,87703,2.3271360397338867
15/88.pickle,108447,53742,1.370582103729248
15/79.pickle,114360,56534,1.3840949535369873
15/67.pickle,40687,20308,0.4857611656188965
15/47.pickle,105216,52076,1.4077088832855225
15/24.pickle,119047,59031,1.384105920791626
15/48.pickle,125798,62302,1.5889418125152588
15/49.pickle,153500,75860,2.393190860748291
15/69.pickle,25101,12600,0.3649070262908935
15/60.pickle,180276,88739,2.2882421016693115
15/73.pickle,152905,75550,1.9249680042266848
15/39.pickle,38865,19418,0.4771430492401123
15/61.pickle,7587,3838,0.1704280376434326
15/14.pickle,160296,79014,2.006356954574585
15/75.pickle,116348,57504,1.3053369522094729
15/10.pickle,137946,68141,1.6970529556274414
15/78.pickle,145585,71787,1.919135808944702
15/80.pickle,22776,11467,0.325784683227539
15/72.pickle,117237,57955,1.356217861175537
15/62.pickle,124384,61477,1.4799079895019531
15/56.pickle,146927,72576,1.7831647396087646
15/11.pickle,175372,86438,2.1029388904571533
15/86.pickle,148289,73337,1.7951369285583496
15/74.pickle,101852,50405,1.2106428146362305
15/30.pickle,150463,74191,1.9233858585357664
15/45.pickle,101242,50105,1.2134578227996826
15/28.pickle,78231,38860,0.9289782047271729
15/63.pickle,99750,49478,1.2136118412017822
15/99.pickle,191175,94109,2.430091857910156
15/82.pickle,143916,70961,1.7027509212493896
15/20.pickle,92578,45931,1.2115278244018557
15/58.pickle,145316,71657,1.7494988441467283
15/23.pickle,112929,55869,1.4876527786254885
15/50.pickle,116699,57681,1.3955426216125488
15/15.pickle,142617,70381,1.836899995803833
15/94.pickle,34897,17489,0.4676978588104248
15/76.pickle,144580,71479,1.8625140190124512
15/89.pickle,65363,32531,0.9062719345092772
15/4.pickle,110704,54813,1.3141520023345947
15/36.pickle,103791,51351,1.2443249225616455
15/83.pickle,6515,3338,0.1134068965911865
15/18.pickle,137141,67708,1.4511117935180664
15/44.pickle,108538,53742,1.216041088104248
15/12.pickle,165562,81620,1.7625210285186768
15/68.pickle,122704,60840,1.306873083114624
15/21.pickle,111634,55404,1.139577865600586
15/64.pickle,168091,82869,1.685931921005249
15/77.pickle,88,50,0.0009877681732177
15/90.pickle,37776,18894,0.4015018939971924
15/59.pickle,124905,61755,1.268448829650879
15/13.pickle,116775,57818,0.969789981842041
15/32.pickle,79170,39312,0.6761031150817871
15/27.pickle,148646,73512,1.1680409908294678
15/16.pickle,174464,85981,1.426440954208374
