45/1.pickle,3622346,1734103,62.63341999053955
45/85.pickle,3898309,1863831,60.00024080276489
45/55.pickle,3911048,1869130,60.00007200241089
45/49.pickle,3622346,1734103,62.63676714897156
45/58.pickle,3744795,1793348,60.00006985664368
45/73.pickle,3746751,1794270,60.00008678436279
45/64.pickle,3822600,1828413,60.00167989730835
45/91.pickle,3779665,1808172,60.001163959503174
45/42.pickle,3744711,1791442,60.01471734046936
45/88.pickle,3721501,1780310,60.00009894371033
45/28.pickle,3170822,1519979,61.38321924209595
45/23.pickle,3701025,1770590,60.000036001205444
45/56.pickle,3624012,1735468,62.14331293106079
45/18.pickle,3622346,1734103,68.36182403564453
45/51.pickle,3647791,1746597,60.001543045043945
45/8.pickle,3600544,1725410,60.0000741481781
45/31.pickle,3726520,1784698,60.00006294250488
45/4.pickle,3637467,1742865,61.65365481376648
45/84.pickle,3731855,1785125,60.00014400482178
45/52.pickle,3699978,1772016,60.00032186508179
45/53.pickle,3690346,1767540,60.00007200241089
45/20.pickle,3748268,1792754,60.00006604194641
45/54.pickle,3750180,1794141,60.00007915496826
45/90.pickle,3723453,1783174,60.00007700920105
45/39.pickle,3619031,1733065,60.32946491241455
45/40.pickle,3783957,1811221,60.00005507469177
45/45.pickle,3679915,1760482,60.000048875808716
45/12.pickle,3637467,1742865,67.81595706939697
45/79.pickle,3831107,1831878,60.000462770462036
45/5.pickle,3170822,1519979,63.74388313293457
45/24.pickle,3829064,1830900,60.00010085105896
45/0.pickle,3611903,1729735,60.00015306472778
45/21.pickle,3297349,1580172,60.00375199317932
45/16.pickle,3786159,1810896,60.00005507469177
45/72.pickle,3790885,1813041,60.00065612792969
45/25.pickle,3628719,1736452,60.00029897689819
45/19.pickle,3670282,1756227,60.000078201293945
45/10.pickle,3729960,1785180,60.000072956085205
45/27.pickle,3828787,1831313,60.00107789039612
45/44.pickle,3680574,1763043,60.000061988830566
45/9.pickle,3794845,1814977,60.00007605552673
45/83.pickle,3718818,1779013,60.00355935096741
45/59.pickle,3694933,1769667,60.00010013580322
45/36.pickle,3637467,1742865,61.07458186149597
45/26.pickle,3874014,1853185,60.00013303756714
45/66.pickle,3700564,1771238,60.00012922286987
45/29.pickle,3855847,1846198,60.00003933906555
45/98.pickle,3675597,1758422,60.000081062316895
45/15.pickle,3687259,1766130,60.00006103515625
45/86.pickle,3810761,1822341,60.000061988830566
45/7.pickle,3637467,1742865,60.70742607116699
45/97.pickle,3922317,1877480,60.00558805465698
45/11.pickle,3675876,1759627,60.00008678436279
45/43.pickle,3781539,1810104,60.007774114608765
45/48.pickle,3637702,1741828,60.00006604194641
45/30.pickle,3882727,1857376,60.00006985664368
45/87.pickle,3721442,1780281,60.0000786781311
45/38.pickle,3703811,1772775,60.00011205673218
45/95.pickle,3597843,1722973,60.001039028167725
45/77.pickle,3833124,1833052,60.000946044921875
45/61.pickle,3622346,1734103,63.13448119163513
45/37.pickle,3624012,1735468,60.14386987686157
45/47.pickle,3625348,1735178,62.48099398612976
45/33.pickle,3706942,1774299,60.000113010406494
45/71.pickle,3732400,1785542,60.000059843063354
45/2.pickle,3662813,1753623,60.000061988830566
45/62.pickle,3170822,1519979,66.99731826782227
45/74.pickle,2786217,1339584,62.80817699432373
45/46.pickle,3167275,1519002,72.72588300704956
45/41.pickle,3652239,1747715,60.00074601173401
45/75.pickle,3619031,1733065,60.50256681442261
45/17.pickle,3658208,1751470,60.00010395050049
45/67.pickle,3724872,1783873,60.00005793571472
45/13.pickle,3790729,1812908,60.0000638961792
45/89.pickle,3637467,1742865,61.577285051345825
45/32.pickle,3744834,1792252,60.000062227249146
45/6.pickle,3676026,1760897,60.00007605552673
45/81.pickle,3898321,1863846,60.00003480911255
45/92.pickle,3806837,1821776,60.00006318092346
45/70.pickle,3478071,1666326,60.000080823898315
45/57.pickle,3620944,1732715,62.29048824310303
45/93.pickle,3625348,1735178,60.83679676055908
45/34.pickle,3796994,1816875,60.000126123428345
45/50.pickle,3603941,1726204,60.00006890296936
45/80.pickle,2853350,1371291,60.000211000442505
45/69.pickle,3621516,1734252,60.050792932510376
45/99.pickle,3707063,1775307,60.00009107589722
45/78.pickle,3625348,1735178,63.45356798171997
45/82.pickle,3702165,1772967,60.0009400844574
45/65.pickle,3624012,1735468,61.88569617271423
45/94.pickle,4295357,2050970,60.00007200241089
45/22.pickle,4226316,2018779,60.00013494491577
45/14.pickle,4140774,1978533,62.52411508560181
45/35.pickle,4309336,2056981,60.0001060962677
45/60.pickle,4228902,2019967,60.000473976135254
45/63.pickle,4601345,2196459,60.000064849853516
45/96.pickle,4629866,2210653,60.000141859054565
45/3.pickle,5414122,2579823,60.52905893325806
45/76.pickle,5725660,2727095,60.00004196166992
45/68.pickle,5685093,2703229,60.000046730041504
